,id,age,checking_status,class,credit_amount,credit_history,duration,employment,existing_credits,feat01,feat02,feat03,feat04,feat05,feat06,feat07,feat08,feat09,feat10,foreign_worker,housing,installment_commitment,job,num_dependents,other_parties,other_payment_plans,own_telephone,personal_status,property_magnitude,purpose,residence_since,savings_status
400,401,35,200,0,1068,'delayed previously',6,-1,2,0.1997150420529878,0.5823105239033648,0.9362752222813104,0.922876432253806,0.8308331510233853,1.3853488610667006,0.9842283513697012,1.0751141951408694,1.3187821891877518,0.5919044521184205,yes,own,4,'high qualif/self emp/mgmt',1,none,stores,yes,'male single','life insurance',furniture/equipment,1,'<100'
122,123,20,-1,0,2043,'existing paid',15,4,1,0.2688050304110093,0.6727493715818228,1.033271827218456,1.4316274250794678,0.7603151212039979,0.597048004592963,0.7335304097964287,0.8781775525262923,0.4347365485041945,0.5280326130800357,yes,rent,2,skilled,1,none,none,none,'female div/dep/mar',car,furniture/equipment,4,'500<=X<1000'
1207,1208,37,400,1,1447,'critical/other existing credit',24,7,2,0.601484781721505,0.5349620779868937,0.9300187131301328,1.1558073711086374,0.829382621636159,0.8956443599293435,1.3820716466670278,1.0568229931863962,0.3487747354750781,0.2478931093039064,yes,own,4,'unskilled resident',2,none,bank,none,'male single','real estate','new car',2,'no known savings'
202,203,46,-1,0,3589,'delayed previously',15,1,2,0.5442834983146109,0.6203331866536488,0.2769686661151487,1.2747490942362345,1.1548856706730553,1.7396901894218733,0.8730041086760902,1.2930722351334958,0.9103508518507928,0.276611306258708,yes,own,1,'unskilled resident',1,none,none,none,'female div/dep/mar','life insurance','used car',2,'<100'
1462,1463,40,0,1,699,'existing paid',12,4,1,0.5209094477638275,0.3041509757797722,0.8123726973178249,0.9891407250237956,1.1496319089515057,1.0183299652116695,1.1013497175866005,1.2826992834737865,1.2968877977526656,0.5607946030275279,yes,rent,4,'unskilled resident',2,none,none,none,'male single',car,education,4,'<100'
835,836,33,200,0,4766,'existing paid',18,10,1,0.522991180105387,0.6352069920751049,0.5084381476286866,0.9007073178733996,0.9911282273561332,1.1565639157617085,0.986993506021759,0.7133574939780074,0.7568730485210402,0.4673697836427212,yes,own,1,'high qualif/self emp/mgmt',1,'co applicant',bank,yes,'male single','real estate',business,1,'<100'
246,247,29,0,0,1575,'existing paid',12,4,1,0.233649327965182,0.7647114229127672,1.2935568731641869,1.087443598413244,0.4966817931418281,0.9427723108102202,0.6379116169320584,1.016107509347152,0.8902540028681629,0.6414069133016633,yes,own,4,skilled,1,guarantor,none,yes,'female div/dep/mar','life insurance','new car',4,'<100'
1439,1440,62,-1,0,3661,'existing paid',24,10,1,0.3867889206166318,0.700775044319498,1.1559664865963042,1.4144268850535195,0.735716413243374,0.8224894600230186,0.5952435289747423,0.8731367322370983,1.12846612600431,0.6321662657084206,yes,'for free',4,skilled,1,'co applicant',none,yes,'female div/dep/mar','no known property','new car',4,'<100'
1753,1754,53,0,1,7361,'no credits/all paid',48,4,2,0.4249773382329921,0.4390744062650386,0.6663943922655625,1.3934818076359892,0.1755747316640688,1.027202601305634,1.1209463666101374,0.8373499834072395,1.5803496898587213,0.4106449975088277,yes,'for free',3,skilled,2,none,none,none,'male single','no known property',furniture/equipment,4,'<100'
1901,1902,62,-1,0,1235,'existing paid',6,4,1,0.7449781191891105,0.6900056259938493,0.640062983146739,1.532956710913393,0.5820829738144233,1.198762883409949,0.7569121174897915,1.5942640956376732,1.232848150617016,0.4960389895774573,yes,own,1,skilled,1,none,none,none,'male div/sep','real estate','domestic appliance',4,'500<=X<1000'
1707,1708,44,-1,1,5830,'existing paid',24,1,2,0.5834114479179999,0.461819657360856,0.5376090683999695,0.8234447511840425,0.7631508355880015,1.2016836183624744,1.1187300967075555,1.4337335795578452,0.7034318586978314,0.5118719458572953,yes,own,1,skilled,1,none,none,yes,'female div/dep/mar',car,radio/tv,1,'no known savings'
1880,1881,31,-1,0,1748,'existing paid',12,7,1,0.5526906774704354,0.5502861881446781,0.7361692138242071,0.7721978351797205,1.3332389685936097,1.1077632115800036,0.590596348214242,1.0258416291328398,0.5734132343327679,0.5978809441875812,yes,own,3,'unskilled resident',1,none,none,none,'female div/dep/mar','real estate',furniture/equipment,4,'<100'
1153,1154,27,-1,0,4418,'critical/other existing credit',24,4,2,0.3220361188977231,0.6227682000754213,0.8269630186330938,0.8181111508149141,0.3304217987570161,1.2592249390779238,1.5173285031553057,0.7690599667853849,0.7291675237694956,0.5456658301414663,yes,own,3,'unskilled resident',1,none,none,yes,'male single','life insurance',business,3,'100<=X<500'
1661,1662,24,-1,0,2841,'critical/other existing credit',15,7,2,0.3868327566823221,0.6664275166993695,1.1800322741155265,0.6731671131224561,0.8057687495867207,1.431768237693019,0.725379214337249,0.7766598870902498,0.9416035493291408,0.629572828746248,yes,own,2,skilled,1,'co applicant',bank,none,'female div/dep/mar',car,furniture/equipment,3,'<100'
1426,1427,33,200,0,6565,'delayed previously',24,1,1,0.3679314637896729,0.6535592266734758,1.050761466313701,0.8802131601350346,0.6828405535351827,0.9589126378492564,1.0147782874838374,0.8264302044568461,1.1776801827890804,0.5576125999013463,yes,own,1,skilled,1,none,none,none,'male single',car,radio/tv,2,'<100'
384,385,53,-1,0,2295,'critical/other existing credit',24,10,2,0.5092214319842782,0.7054838770074051,1.2329850127385598,1.3138014723536595,1.0876819622318956,0.6519469350869835,1.0515883033902698,1.3988347334060711,0.633788983392785,0.4723393303223472,yes,own,4,skilled,1,none,none,none,'male single','life insurance',radio/tv,4,'no known savings'
1758,1759,42,200,1,7731,'delayed previously',36,10,4,0.4972676993467702,0.6444361220327913,0.5573114001127986,1.5079931814909378,1.0941191767054206,1.2064874089183055,0.8697396402988415,1.0077865634705732,0.6282372241861476,0.6529836566245968,yes,own,2,'high qualif/self emp/mgmt',1,none,none,yes,'male single',car,'new car',4,'100<=X<500'
854,855,33,-1,0,2085,'existing paid',15,7,1,0.3486447374689274,0.6949549497402261,1.1371964013778282,1.232312446836226,1.3348164199935184,0.6348194097197714,1.0305918495981086,0.7877467026026064,1.1394311449483143,0.422321824826286,yes,rent,1,'unskilled resident',1,none,bank,none,'female div/dep/mar','real estate',furniture/equipment,4,'no known savings'
1589,1590,29,-1,0,7142,'existing paid',42,7,1,0.3403724817881634,0.6149968595560734,0.6930998276451178,1.1925270775713204,1.3188251918956948,1.5095029497469343,0.9804792652079092,1.318091754551344,1.3545841373496492,0.4874144628838301,yes,rent,2,skilled,1,none,none,yes,'male mar/wid','life insurance',radio/tv,4,'no known savings'
219,220,26,200,0,772,'existing paid',12,1,1,0.4180179977638841,0.5712399389138452,1.3278258513131462,0.441947805701245,1.6152044840867577,1.47403470586671,1.2578752790450545,1.5566632065394077,0.2703598017961925,0.5750723763932193,yes,own,4,'unskilled resident',1,guarantor,bank,none,'male mar/wid','real estate',radio/tv,1,'<100'
641,642,43,0,0,16316,'existing paid',36,-1,1,0.4269865853002691,0.5205975241573018,1.4513889528706772,0.9141625104141732,0.9421842089949248,1.1342064909193086,1.1220113207133982,1.3043504897984468,1.0298192442977978,0.3474078323151754,yes,own,2,'high qualif/self emp/mgmt',1,'co applicant',none,none,'male div/sep',car,other,3,'<100'
1,2,30,-1,0,1163,'delayed previously',15,7,2,0.5211385637511932,0.7904715389864543,1.452737009115581,1.2002287421218578,1.20288254501688,0.9574877915657322,0.5149710390177196,1.1799690712087871,1.138019206238886,0.327573296145952,yes,own,3,skilled,1,none,none,none,'female div/dep/mar','life insurance',furniture/equipment,2,'>=1000'
112,113,47,-1,0,1667,'critical/other existing credit',15,4,2,0.3194060259172734,0.6544916565852826,0.6098096482894672,0.9645476889006374,1.3466952211566248,1.6553184618833998,0.9808890415066208,1.3347072027579152,1.4126238529942703,0.4731564871857039,yes,own,2,'unskilled resident',1,none,none,none,'male mar/wid','life insurance',radio/tv,2,'500<=X<1000'
698,699,26,-1,0,1757,'critical/other existing credit',10,4,2,0.2759773389426341,0.5537633565375403,1.5872841139832232,0.8412443221450037,1.362194004522784,0.8967130467887257,0.6882866695145412,0.925998634228661,0.9599527093421368,0.6133991776047649,no,own,2,skilled,1,none,none,none,'male mar/wid',car,furniture/equipment,1,'no known savings'
1915,1916,40,0,0,971,'critical/other existing credit',6,1,1,0.5817822218825155,0.5903176948915002,0.7432067474965407,0.4970147085211576,0.5177428291713408,1.4339487175384922,1.2164515436694852,0.8011960248250064,0.5381305526072986,0.5826387106155144,no,own,2,'unskilled resident',2,none,none,none,'male single','real estate','new car',4,'<100'
951,952,46,-1,0,1339,'critical/other existing credit',15,10,2,0.4055338924480633,0.5902405280433547,0.6628340134545238,1.2022476426473083,1.076364603929283,1.487827691498778,0.4190945207360319,1.4285521490814856,0.8277789821712851,0.533506314245256,yes,own,4,skilled,1,none,none,yes,'male single',car,radio/tv,4,'<100'
1648,1649,42,-1,1,2299,'critical/other existing credit',12,-1,2,0.6514728287652283,0.6500149226615307,0.6288239594272287,1.2468955535064827,0.7792220120444696,0.5758981656191531,1.1635233158447813,1.1513868195846535,0.3373132163221653,0.4900371469099097,yes,own,4,'high qualif/self emp/mgmt',1,none,stores,yes,'male single',car,business,2,'<100'
1636,1637,31,-1,0,3307,'existing paid',18,4,1,0.3271411631860368,0.4936670590039724,1.5507576470586857,0.8515229914152271,0.8079435794228083,1.4237201177754286,1.0758708997444972,0.8411543732019134,1.4793495969332418,0.59795795792039,yes,own,2,skilled,1,none,none,yes,'male single','life insurance','used car',1,'no known savings'
1885,1886,41,200,1,1141,'existing paid',12,10,1,0.4124587959287762,0.5258712239386638,1.5052874720898215,0.7389358123582404,0.8943647390488625,1.1123360320698537,1.3547739142858508,1.622828034786019,1.5075862540239138,0.5013995047285043,yes,own,4,'unskilled resident',2,none,bank,none,'male single',car,'new car',4,'<100'
1410,1411,29,0,1,11659,'no credits/all paid',45,10,2,0.5488929889070114,0.628242158166238,1.2599385459982084,1.2666555264274229,0.97556495852133,0.9755120691341296,1.195894044835761,0.7172596374420595,0.9962656272565524,0.2716253537264583,yes,rent,2,skilled,1,none,none,none,'male single',car,business,4,'<100'
1409,1410,42,200,0,1764,'delayed previously',24,4,2,0.384712235308485,0.549367395036657,0.2421304016991815,1.0155107009558737,0.2770433160576717,1.049544194195129,0.9144335188990628,1.0033442297815838,1.05402763797778,0.7652453786766178,yes,rent,4,skilled,1,none,none,yes,'female div/dep/mar',car,'new car',4,'no known savings'
1533,1534,37,-1,0,2601,'existing paid',12,4,1,0.6032867166122858,0.4579965765484084,0.8595419390358503,1.129198622061823,1.4616982651274606,0.9112838744292648,0.6641350985643395,1.0827788415128814,1.414082199645584,0.5128964760234456,yes,'for free',4,skilled,1,none,none,yes,'male single','no known property',radio/tv,4,'no known savings'
1291,1292,27,200,0,2028,'critical/other existing credit',15,4,1,0.4081559839489511,0.4391946194275968,0.7882314514941724,0.6938562235412609,0.6263978703319065,1.5385354996619447,0.985161428694268,1.5508115018967623,0.9828578991442876,0.4922066701863589,yes,own,2,skilled,1,none,bank,none,'male single',car,business,4,'500<=X<1000'
1808,1809,29,-1,0,1851,'existing paid',24,4,1,0.3503585349608212,0.7811416057520283,1.3677513518217608,0.8169176784533922,1.2546814991876047,1.2539522361633764,0.6831208142407819,0.8001649848690061,1.0208009304583254,0.4375627082855108,yes,rent,4,'high qualif/self emp/mgmt',1,none,none,yes,'male single',car,radio/tv,4,'100<=X<500'
441,442,49,-1,0,5911,'critical/other existing credit',12,10,1,0.4921602396890557,0.5310930024027412,0.942871623080904,1.3809721591298958,0.9386054595429332,1.4765146999882823,1.3785704956684188,0.8649721367517091,1.2387462394386486,0.5035923829430846,yes,rent,2,skilled,1,none,none,yes,'male single','life insurance',furniture/equipment,4,'no known savings'
1520,1521,30,200,0,5831,'existing paid',18,4,2,0.20355615883837,0.5671868303108674,1.2477576148312644,0.5712243656466176,0.4704963063199768,1.5946592898984644,1.2522324010585864,0.7861721995379349,0.9347429364460372,0.6871534197804503,yes,own,2,skilled,1,none,none,yes,'male single',car,'new car',2,'100<=X<500'
1136,1137,38,-1,0,7875,'existing paid',24,7,1,0.5397354992069947,0.6607760797789715,1.3399955103526446,1.2055399718426396,0.9523713082027176,0.9295657950303826,1.3328484767692208,1.2056346741556592,1.729782829564697,0.3699173527773322,yes,own,3,'high qualif/self emp/mgmt',1,none,none,yes,'male single',car,'used car',3,'<100'
1715,1716,31,0,1,2262,'existing paid',36,4,1,0.3112709973881534,0.5642269237321802,0.9812679219026677,0.668469460462609,0.8982729299311027,0.5164531412246889,1.087119521278182,1.3530679151311689,0.6456242138625137,0.177591685224455,yes,rent,4,skilled,1,none,none,none,'male div/sep',car,radio/tv,4,'<100'
1256,1257,27,-1,0,3920,'critical/other existing credit',18,7,2,0.3668426377041728,0.7908235257560361,1.0701501566699765,0.7878710741094016,0.9326621802103308,0.8580968729818205,1.336865047270079,0.713913159772211,1.70343419624266,0.6037295682112396,yes,own,3,skilled,1,none,none,none,'male single',car,'used car',1,'<100'
1863,1864,53,0,1,4799,'delayed previously',24,4,2,0.7268103686256202,0.8121439233479927,0.8488385506326686,0.5804104329421825,1.157380808334428,1.536549025475007,1.0777762770353712,0.8058160727360363,1.3573562322934898,0.703477672802205,yes,'for free',3,skilled,2,none,none,none,'male single','no known property','new car',4,'<100'
1631,1632,32,-1,1,1584,'critical/other existing credit',18,4,2,0.6024349327686594,0.6890019610784086,1.298611687229113,0.491559003912816,1.3369694358355493,1.1545350542225743,0.6614468796541186,0.7389661050590208,1.0823414443851882,0.3538565934277695,yes,own,3,skilled,1,none,bank,none,'male single','life insurance','new car',2,'<100'
1695,1696,42,-1,0,444,'critical/other existing credit',12,10,2,0.422235610949241,0.5275532829988021,1.0822507265994683,0.5012084471800389,0.5822673535927141,1.2673664936341646,0.9151438525836963,0.8385688526878348,0.9883305539950594,0.3317915715191138,yes,own,4,skilled,2,none,none,yes,'male single','life insurance',radio/tv,4,'500<=X<1000'
1397,1398,40,0,0,3982,'critical/other existing credit',11,4,2,0.5197925772097899,0.4978364781001091,1.3338673693827463,0.8808670514564692,1.085866150449177,0.925537256703132,1.6047369496079722,0.2305087229209571,0.7137656071483427,0.564830868443039,yes,own,1,'unskilled resident',2,none,none,none,'male single','real estate','new car',2,'<100'
663,664,27,200,0,7569,'delayed previously',60,4,1,0.3668525238208771,0.531836359265784,0.1102000458631664,0.8945139442563232,1.0129311112355035,0.5954986016621169,1.2030754690393235,0.715775081918327,0.472377652425137,0.3278952586863467,yes,own,1,'unskilled resident',1,none,none,none,'male single','real estate',radio/tv,1,'no known savings'
1835,1836,23,-1,0,364,'existing paid',4,1,1,0.4751559087577994,0.7382048486338452,1.2158381875149182,1.1328846916084916,0.9956365662608182,0.690066864649877,1.2860762350903767,0.9697983212085778,0.6645048418648688,0.1752165899745277,yes,rent,1,'unskilled resident',2,none,none,none,'female div/dep/mar','real estate',furniture/equipment,3,'<100'
1257,1258,27,-1,0,929,'critical/other existing credit',12,4,2,0.507312988229489,0.7740277255150025,0.7603393570895685,0.6900056686790078,0.6169589778947645,0.8157586532656036,0.8673773315604942,1.3886093061165743,1.042379498584274,0.4829144519520053,yes,own,3,skilled,1,none,none,none,'female div/dep/mar','real estate',business,2,'<100'
1773,1774,37,400,0,629,'existing paid',10,4,1,0.2867583019318944,0.6223721271841077,0.5476958934497234,1.2606388812131877,0.7949421837771442,0.8589907166976375,0.966376424260447,1.2660544725307734,1.0470191530903403,0.4009717487101246,yes,own,2,skilled,1,none,none,yes,'male single',car,'domestic appliance',2,'<100'
1700,1701,44,200,0,6374,'delayed previously',18,4,1,0.6232621526541886,0.7546713670782261,0.5754085633646783,0.7635632932058594,0.8923907747539996,0.7679254547633323,0.5710993182030955,0.92903462250919,0.4759012598960122,0.5511190292371266,yes,own,2,'unskilled resident',2,none,none,yes,'male single','real estate',repairs,4,'<100'
317,318,28,400,1,778,'existing paid',9,4,1,0.6338711453921975,0.3968808579945234,0.6501320110994314,0.6843225232689101,1.084542726637729,1.0504648073858494,0.8061298397094995,0.7733227214709212,0.8062458464103341,0.6123419896547213,yes,own,3,'unskilled resident',1,none,none,none,'female div/dep/mar','real estate',radio/tv,2,'<100'
648,649,30,-1,0,8079,'existing paid',36,4,1,0.1855219564484564,0.5796423962565372,0.8690579085711309,1.0301240161168672,1.0339453017147189,1.1253793034141464,1.7187073289612025,1.1414705750949583,0.9825641842360452,0.6177548509879366,yes,own,1,skilled,1,none,bank,none,'female div/dep/mar','life insurance','used car',2,'<100'
